id,name,carrier,state,tier,brand_or_generic,created_at,updated_at
16324,ZITHROMAX TABS OR 500 MG (UseAzithromycin),Health Net,CA,GP,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16325,ORTHO DIAPHRAGM FLAT SPRING KIT 80,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16326,ORTHO DIAPHRAGM FLAT SPRING KIT 85,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16327,ORTHO DIAPHRAGM FLAT SPRING KIT 90,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16328,ORTHO DIAPHRAGM FLAT SPRING KIT 95,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16329,PRENTIF CAVITY-RIM CERVICAL CAP,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16330,FREESTYLE FREEDOM LITE,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16331,FREESTYLE INSULINX BLOODGLUCOSE MONITORING SYSTEM,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16332,FREESTYLE LITE BLOOD GLUCOSE MONITORING SYSTEM,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16333,ONETOUCH ULTRA 2,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16334,ONETOUCH ULTRA MINI,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16335,ONETOUCH ULTRA MINI,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16336,ONETOUCH ULTRA SYSTEM KIT,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16337,DIFICID,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16338,FC FEMALE CONDOM,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16339,FC2 FEMALE CONDOM,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16340,FEMCAP,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16341,ORTHO DIAPHRAGM ALL-FLEX/65MM,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16342,ORTHO DIAPHRAGM ALL-FLEX/70MM,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16343,ORTHO DIAPHRAGM ALL-FLEX/75MM,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16344,ORTHO DIAPHRAGM ALL-FLEX/80MM,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16345,ORTHO DIAPHRAGM COIL SPRING KIT 100,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16346,ORTHO DIAPHRAGM COIL SPRING KIT 105,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16347,ORTHO DIAPHRAGM COIL SPRING KIT 50,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16348,ORTHO DIAPHRAGM FLAT SPRING KIT 55,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16349,ORTHO DIAPHRAGM FLAT SPRING KIT 60,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16350,ORTHO DIAPHRAGM FLAT SPRING KIT 65,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16351,ORTHO DIAPHRAGM FLAT SPRING KIT 70,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16352,ORTHO DIAPHRAGM FLAT SPRING KIT 75,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16353,AEROCHAMBER PLUS FLOW VU,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16354,AEROCHAMBER PLUS FLOW-VU,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16355,AEROCHAMBER PLUS FLOW-VU/LARGE MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16356,AEROCHAMBER PLUS FLOW-VU/MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16357,AEROCHAMBER PLUS FLOW-VU/MEDIUM MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16358,AEROCHAMBER PLUS FLOW-VU/SMALL MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16359,AEROCHAMBER Z-STAT PLUS VALVED HOLDING CHAMBER W/FLOW VU,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16360,AEROCHAMBER Z-STAT PLUS/FLOWSIGNAL,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16361,AEROCHAMBER Z-STAT PLUS/LARGE MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16362,ONETOUCH ULTRASMART,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16363,ONETOUCH VERIO IQ BLOOD GLUCOSE MONITORING SYSTEM,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16364,ONETOUCH VERIO SYNC BLOODGLUCOSE MONITORING SYSTEM,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16365,PRECISION XTRA,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16366,"BD ECLIPSE NEEDLE 30G X1/2""",Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16367,"BD NEEDLE/30G X 1/2""",Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16368,"HYPODERMIC NEEDLE 30GX1/2""",Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16369,INSULIN SYRINGES AND PEN NEEDLES,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16370,"POLY HUB NEEDLE/30G X 1/2""",Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16371,"TERUMO SURGUARD2 SAFETY NEEDLE/30G X 1/2""",Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16372,AEROCHAMBER MINI AEROSOLCHAMBER,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16373,AEROCHAMBER MV,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16374,BREATHERITE COLLAPSIBLESPACER W/ NEONATE MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16375,BREATHERITE RIGID SPACERW/MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16376,BREATHERITE W/LARGE MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16377,BREATHERITE W/MEDIUM MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16378,BREATHERITE W/SMALL MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16379,E-Z SPACER,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16380,E-Z SPACER THE BODY GUARDS PACK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16381,EASIVENT,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16382,EASIVENT/MASK-LARGE,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16383,AEROCHAMBER Z-STAT PLUS/MEDIUM MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16384,AEROCHAMBER Z-STAT PLUS/SMALL MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16385,AEROCHAMBER/FLOWSI GNAL,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16386,ARIAL CHAMBER,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16387,BREATHERITE,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16388,BREATHERITE COLLAPSIBLEADULT SPACER W/MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16389,BREATHERITE COLLAPSIBLECHILD SPACER W/MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16390,BREATHERITE COLLAPSIBLEINFANT SPACER W/MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16391,BREATHERITE COLLAPSIBLESMALL CHILD SPACER W/MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16392,OPTICHAMBER ADVANTAGE,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16393,OPTICHAMBER ADVANTAGE/LARGE MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16394,OPTICHAMBER ADVANTAGE/MEDIUM FACE MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16395,OPTICHAMBER ADVANTAGE/SMALL FACE MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16396,OPTICHAMBER DIAMOND DEVI,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16397,OPTICHAMBER DIAMOND MISC,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16398,OPTICHAMBER DIAMOND/LARGEFACE MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16399,OPTICHAMBER DIAMOND/MEDIUM FACE MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16400,OPTICHAMBER DIAMOND/SMALLFACE MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16401,OPTICHAMBER FACE MASK/LARGE,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16402,EASIVENT/MASK- MEDIUM,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16403,EASIVENT/MASK-SMALL,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16404,INSPIREASE DRUG DELIVERYSYSTEM,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16405,LITEAIRE,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16406,MICROCHAMBER,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16407,MICROSPACER,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16408,NESSI SPACER/LARGE MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16409,NESSI SPACER/MOUTHPIECE,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16410,NESSI SPACER/SMALL/MED MASK,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16411,WATCHHALER,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16412,acetaminophen- isometheptene-caffeine,Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16413,acetaminophen- isometheptene- dichloralphenazone,Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16414,CAFERGOT,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16415,ISOMETHEPTENE/CAFFE INE/ACETAMINOPHEN,Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16416,MIGERGOT,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16417,PRODRIN (UseAcetaminophen- Isometheptene-Caffeine),Health Net,CA,GP,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16418,TREXIMET,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16419,CAMBIA,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16420,DIHYDROERGOTAMINE MESYLATE NA 4 MG/ML,Health Net,CA,SP,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16421,ERGOMAR,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16422,MIGRANAL,Health Net,CA,SP,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16423,ALSUMA,Health Net,CA,SP,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16424,AMERGE (Use Naratriptan HCl),Health Net,CA,GP,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16425,AXERT,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16426,FROVA,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16427,"IMITREX SOLN NA 20 MG/ACT, 5 MG/ACT (UseSumatriptan)",Health Net,CA,GP,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16428,OPTICHAMBER FACE MASK/MEDIUM,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16429,OPTICHAMBER FACE MASK/SMALL,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16430,OPTIHALER,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16431,OPTIHALER MDI DRUG DELIVERY SYSTEM,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16432,POCKET CHAMBER,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16433,POCKET SPACER,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16434,RITEFLO,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16435,VALVED HOLDING CHAMBER,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16436,VORTEX VALVED HOLDING CHAMBER,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16437,ZOMIG NASAL SPRAY,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16438,ZOMIG SOLN NA 2.5 MG,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16439,"ZOMIG TABS OR 2.5 MG,5 MG (Use Zolmitriptan)",Health Net,CA,GP,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16440,ZOMIG ZMT (UseZolmitriptan),Health Net,CA,GP,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16441,AMMONIUM CHLORIDE,Health Net,CA,SP,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16442,FLUORABON,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16443,flura-drops,Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16444,LURIDE (Use Sodium Fluoride),Health Net,CA,GP,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16445,"sodium fluoride chew 0.25 mg, 0.5 mg, 1 mg, 1.1 mg,2.2 mg",Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16446,"sodium fluoride soln 0.125 mg/drop, 0.5 mg/ml",Health Net,CA,PV,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16447,sodium fluoride tabs 1 mg,Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16448,SSKI,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16449,magnesium sulfate 50 %,Health Net,CA,SP,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16450,K-PHOS,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16451,K-PHOS NEUTRAL (UsePot Phosphate Monobasic w/ Sod Phosphate Dibasic& Monobasic),Health Net,CA,GP,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16452,IMITREX SOLN SC 6 MG/0.5ML (UseSumatriptan Succinate),Health Net,CA,SP,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16453,IMITREX STATDOSEREFILL (Use Sumatriptan Succinate),Health Net,CA,SP,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16454,IMITREX STATDOSE SYSTEM (UseSumatriptan Succinate),Health Net,CA,SP,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16455,"IMITREX TABS OR 100 MG, 25 MG, 50 MG (UseSumatriptan Succinate)",Health Net,CA,GP,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16456,MAXALT (Use Rizatriptan Benzoate),Health Net,CA,GP,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16457,MAXALT-MLT (UseRizatriptan Benzoate),Health Net,CA,GP,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16458,naratriptan hcl,Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16459,RELPAX,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16460,rizatriptan benzoate,Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16461,sumatriptan 20 mg/act,Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16462,sumatriptan 5 mg/act,Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16463,"sumatriptan succinate soaj sc 4 mg/0.5ml, 6 mg/0.5ml",Health Net,CA,SP,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16464,"sumatriptan succinate soct sc 4 mg/0.5ml, 6 mg/0.5ml",Health Net,CA,SP,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16465,SUMATRIPTAN SUCCINATE SOLN SC 4 MG/0.5ML,Health Net,CA,SP,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16466,sumatriptan succinate soln sc 6 mg/0.5ml,Health Net,CA,SP,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16467,sumatriptan succinate sosy sc 6 mg/0.5ml,Health Net,CA,SP,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16468,SUMATRIPTAN SUCCINATE SOSY SC 6 MG/0.5ML,Health Net,CA,SP,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16469,"sumatriptan succinate tabs or 100 mg, 25 mg, 50 mg",Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16470,zolmitriptan,Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16471,zinc sulfate caps or 220 mg,Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16472,FIRST-MOUTHWASH BLM,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16473,lidocaine hcl (mouth-throat),Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16474,clotrimazole,Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16475,FIRST-BXN MOUTHWASH,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16476,FIRST-DUKES MOUTHWASH,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16477,FIRST-MARYS MOUTHWASH,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16478,nystatin (mouth-throat),Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16479,ORAVIG,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16480,chlorhexidine gluconate (mouth-throat),Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16481,PERIDEX (UseChlorhexidine Gluconate (Mouth-Throat)),Health Net,CA,GP,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16482,triamcinolone acetonide (mouth),Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16483,cevimeline hcl,Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16484,EVOXAC (Use Cevimeline HCl),Health Net,CA,GP,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16485,GELCLAIR,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16486,ORAFATE,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16487,pilocarpine hcl (oral),Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16488,PROTHELIAL,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16489,SALAGEN (UsePilocarpine HCl (Oral)),Health Net,CA,GP,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16490,pot phosphate monobasic w/ sod phosphate dibasic & monobasic,Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16491,EFFER-K,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16492,K-TAB 10 MEQ (UsePotassium Chloride),Health Net,CA,GP,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16493,K-TAB 20 MEQ,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16494,KLOR-CON 25,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16495,KLOR-CON M15,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16496,MICRO-K (Use Potassium Chloride),Health Net,CA,GP,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16497,potassium bicarb & chloride,Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16498,"potassium chloride cpcr or 10 meq, 8 meq",Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16499,POTASSIUM CHLORIDE ER,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16500,"potassium chloride liqd or 10 %, 20 %",Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16501,potassium chloride microencapsulated crystals cr,Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16502,potassium chloride pack or 20 meq,Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16503,potassium chloride soln iv 20 meq/100ml,Health Net,CA,SP,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16504,POTASSIUM CHLORIDE SOLN IV 20 MEQ/100ML(Use Potassium Chloride),Health Net,CA,SP,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16505,potassium chloride soln or 10 %,Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16506,"potassium chloride tbcr or 10 meq, 8 meq",Health Net,CA,1,generic,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16507,sodium chloride ij 2.5 meq/ml,Health Net,CA,SP,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16508,"sodium chloride iv 0.45 %, 0.9 %, 3 %, 5 %",Health Net,CA,SP,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16509,GALZIN,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16510,CALCIUM PNV,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16511,CAVAN-ALPHA KIT,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16512,CAVAN-EC SOD DHA,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16513,CHOICE-OB+DHA,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16514,CITRANATAL 90 DHA,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16515,CITRANATAL ASSURE,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16516,CITRANATAL B-CALM,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16517,CITRANATAL DHA,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16518,CITRANATAL HARMONY,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16519,CITRANATAL RX,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16520,COMPLETE-RF PRENATAL,Health Net,CA,3,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
16521,COMPLETENATE,Health Net,CA,2,brand,2014-10-10T16:51:22-07:00,2014-10-10T16:51:22-07:00
